Clase,Lugar,Cantidad_Viajes
restaurant,Bistro Cheny,1
restaurant,La Espuma,1
restaurant,El Cafesín,1
restaurant,Casa Gula,1
restaurant,Lolo's Pizza,1
restaurant,Beefy's,1
restaurant,Long Du,1
restaurant,Los Tolucos,1
restaurant,Giornale,1
restaurant,El Tajín,1
restaurant,Quesadillón loco,1
restaurant,Rosa Camelia,1
restaurant,La Gran Tenochtitlan,1
restaurant,Pozoleria,1
restaurant,Tetetlán,1
restaurant,Pozolería Flor de Maíz,1
restaurant,Chantico,1
restaurant,Vips Axomiatla,1
restaurant,Roma Mia,1
restaurant,Gino's Guadalupe Inn,1
restaurant,Panetela,1
restaurant,Numu Bistro,1
restaurant,Medio Oriente,1
restaurant,Retro,1
restaurant,Restaurante Unidad de Posgrado,1
restaurant,El Convite,1
restaurant,Su Cocina,1
restaurant,Comixcal,1
restaurant,Tlacoyotitlan,1
restaurant,El Carnal Restaurante,1
hotel,Hotel Bellini,1
restaurant,Tommy's Pizza,1
hotel,Hotel Suido,1
restaurant,Sanborn's Las Águilas,1
restaurant,Restaurante y Antojitos Rosy,1
hotel,Nvo Laredo,1
restaurant,Burritos y Cemitas,1
restaurant,Fritz,1
restaurant,Tacos,1
restaurant,Vicoo's Pizza,1
restaurant,Rincón Maya,1
restaurant,El Rincón Mexica,1
restaurant,El Taco Loco,1
restaurant,Hestia Cafetería Brunch,1
restaurant,Marisquero del mar a su mesa,1
restaurant,Pizzas Condesa,1
restaurant,Sorondo 270 Bistrot,1
restaurant,Asado Campestre Charly,1
restaurant,Amory Sale & Pizza,1
restaurant,Kioskito Bio-Quimica,1
hotel,Hotel Modelo,1
restaurant,Milena Restaurante Café,1
restaurant,El Nopalito,1
restaurant,Carl's junior,1
restaurant,El Maz'antojos,1
restaurant,El Barbiquiú,1
restaurant,Taquería y Parrilla LAREDO,1
restaurant,Piola,1
restaurant,Antojitos Mexicanos Carmelita,1
restaurant,Los huarqches del Chavo,1
restaurant,Tacos La Super,1
restaurant,Azul y Oro,1
restaurant,The Urban Corner,1
restaurant,El rábano de la 9,1
restaurant,Burritos,1
restaurant,El Huasteco,1
restaurant,El Portón Pirules,1
restaurant,Torteria el Rey,1
restaurant,Restaurante Plato Grande,1
restaurant,Rahmania Restaurante,1
restaurant,El Cafecín,1
restaurant,Comida Corrida La Carreta Suiza,1
restaurant,Las Cazuelitas,1
restaurant,Entre fuegos,1
hotel,Hotel Royal Pedregal,1
hotel,Paloma Hotel,1
restaurant,El Guero,1
restaurant,Warner Sushi,1
restaurant,Pollos Elkar,1
restaurant,Taquería "Aldo",1
hotel,Fiesta Americana Satélite,1
restaurant,Fonda El Rancho,1
restaurant,Caldos de Gallina Los N° 1,1
restaurant,La auténtica arrachera del Sifón,1
restaurant,Veganismo Lonchería vegana,1
restaurant,Tacos Gus,1
restaurant,Siglo Viejo,1
restaurant,Universitarios,1
restaurant,Birriería Tijuana,1
restaurant,Maare,1
restaurant,El 520,1
restaurant,Darosa,1
restaurant,Toks Gran sur,1
restaurant,Carapapa,1
restaurant,Guzina Oaxaca,1
restaurant,Taqueria El Gorilon,1
restaurant,La Rodante Pizzería,1
restaurant,Gyros,1
restaurant,Comedor,1
restaurant,Trattoria Enrico's,1
restaurant,Villa Casona,1
hotel,Hotel Villa Amanecer,1
restaurant,Mariscos La Antigua,1
restaurant,CoCina economica Laurita,1
restaurant,Cocina Dos,1
restaurant,Los Coyotes,1
restaurant,Chapala,1
hotel,Hotel Ferry,1
restaurant,JADE,1
restaurant,Los Panchos,1
restaurant,Tacos La Modelo,1
restaurant,Chalupas estilo Chiapas,1
restaurant,Mariscos El Rincón Jarocho,1
restaurant,Beto y Lety,1
hotel,Hotel Real del Sur,1
restaurant,Macarella,1
restaurant,Los gordos,1
restaurant,Antojitos Mexicanos Licha,1
restaurant,El Brunchet,1
restaurant,El Kuinito,1
hotel,Hotel Pensil,1
restaurant,El Asadero Argentino,1
restaurant,Las güeras,1
restaurant,Cocina "El Buen Sazón",1
hotel,Casa Azul,1
restaurant,Allegro,1
restaurant,El aviario,1
restaurant,Paradiso Gourmet,1
restaurant,Mesón del,1
restaurant,Los Asustacos,1
restaurant,Pozoleria Jalisco,1
restaurant,Restaurante Los Girasoles,1
restaurant,Casa de Campeche,1
restaurant,V de Vegano,1
restaurant,Restaurante Erendira,1
restaurant,Flautas MAGOS,1
restaurant,La Guelagetza,1
restaurant,La Antigua,1
restaurant,La parrilla del oso,1
restaurant,Tacos de Rolando,1
restaurant,Wing's Army,1
restaurant,Leo's Pizza,1
restaurant,Tonita,1
hotel,Hotel Trianon,1
restaurant,Comida Corrida "El Antojo",1
restaurant,Burguer Club & Grill,1
restaurant,Tacos de Canasta La bicicleta,1
restaurant,Taqueria Dany,1
restaurant,Cocina Fortuna,1
restaurant,Los sopes,1
restaurant,Buffet Libanés,1
restaurant,La Costilla,1
restaurant,Bottega Culinaria Interlomas,1
restaurant,Sazón de la Abuela,1
restaurant,Prime House,1
hotel,Gemalto Polanco,1
restaurant,Henry Sailor,1
restaurant,Salon Tenampa,1
restaurant,Michiburger,1
hotel,Casa del Estudiante Duranguense,1
restaurant,La Pibil,1
restaurant,Taqueria el Retorno,1
restaurant,Avianca Lounge Club,1
restaurant,Antojitos pepe,1
restaurant,Holland Frites,1
hotel,Hotel Cimsa,1
restaurant,Los Compadres,1
restaurant,Merenderos,1
restaurant,El Mirador,1
restaurant,Empanadas El Capi,1
restaurant,Bici & Grill,1
restaurant,Toks Arboledas,1
restaurant,Sueños del Nahual,1
restaurant,Monkey Papas,1
restaurant,Cocina Económica "El Laurel",1
restaurant,El Portón Azcapotzalco,1
restaurant,Las frases de mamá,1
hotel,Hotel Harabe,1
restaurant,Zezar's Pizza,1
restaurant,La Ario Mansión 2,1
restaurant,Don Pepe,1
restaurant,Las Palmas,1
restaurant,Simon’s Seafood,1
restaurant,La Parrilla de Fer,1
restaurant,Guria,1
